category,text,skills
Configuration Jobs,onsite engineer should have experience inindepth knowledge in windows os administrationindepth knowledge in storage administrationexperience in vmware virtulization powershell and bash scripting skill for server automation understanding usage of physical tape library virtual tape library disk to disk to tape data replication process for data backup and recovery understanding configuration and administration application and database aware backups and restore process oracle sql sap exchange etc,['windows os administrationsystem admindesktop adminwindows administratororaclesap']
Configuration Jobs,devops kubernetes shell scriptpythonshould have idea about large scale production engineeringshould have idea about containerskubernetesdockershould have idea about various kinds of configuration management systemchefpuppetansibleshould have idea about bashpythongo lang etcshould have idea about cloud automation via teraformcloud formationshould have clear understanding about unixinternalsdatabases rdbms and no sqlreplicatonshould have idea about awsazuregcp etcshould have very good in web services like ngnixapacheha proxyshould have idea about messaging queseswell versed with java applications serverswell versed with all the securities like cloud infraosdbappstlsmtlspcp encrption etc,['devops kubernetes shell scriptpython should have idea about large scale production engineering should have idea about containerskubernetesdocker']
Perl Jobs,job title automation engineerlocation hyderabad indiatype of position full timework schedule 300 pm to 1200 pm rotational shiftexperience 5 yearsthe automation engineer is primarily responsible for providing l2l3 24x7 support in a complex and high availability external customer facing websites additional responsibilities include but not limited to the followingresponsibilities automate day to day recurring operational tasks performance tuning of the application servers web servers instrumentation of new monitoring tools and setup provide problem analysis troubleshooting and service recovery services provide documentation and training to l1l2 middleware teams responsible for completing tasks focusing on requirements and meeting client needsqualifications 5 years experience with at least 3 years of experience in scripting and automation strong experience in devops tools jenkins maven ant git svn udeploy etc strong experience of shell perlpythonyaml scripting preferably on linux environment working experience with cloud eg aws azure and containers eg docker kubernetes a plus strong experience with ansible chef or any other configuration management tools experience in log management tools preferably splunk working knowledge on cloud to cloud integrations understanding of ssl certs and configuring them on various application servers strong problem solving verbal written communication skill knowledge of content management tools like adobe experience manager is a huge plus any experience with the following technologies is preferred appdynamics service now remedy incident management ldap or active directory f5 bigip load balancer aws alb internet web caching web analyticsexperience with scripting programming is mandatory ie perlpythonshell or any otherinviting qualified engineers who are matched with the above skills and those who are available to join 0 to 15 days max,['automation scriptsdevelopment of scriptswslpythonperlshellaws']
Perl Jobs,the offerwork within an exciting fintech companybe a part of a highly result driven groupsignificant growth potential for this rolethe employerour client is a well established technologyfocused b2b loan marketplace and holds a patented technology solution for channel partners they set out with the objective of making the entire loan process better and transparent with the help of technology and have seen a steady growth since their launchthe jobyou will report and work closely with the cto and engineering manager to achieve the companys strategic objectives you must work well in a team environment and have an innovative approachkey responsibilities of the role includedesigning and developing applications primarily on the lamp frameworkanalysing designing coding testing documenting and deploying changes to the systemreviewing all code to ensure no error existsparticipating in a teamoriented environment to develop complex webbased applicationsmaintaining existing codebase to include troubleshooting bugs and adding new featuresthe profileyou have a mastersdegree in computer science engineering or related field with at least 2 years of programming experienceyou have demonstrated proficiency with lamp architecture linux apache mysql pythonyou are proficient with scripting pythonperl and have hands on experience with mysql indexing scalingyou have experience working on image libraries image recognitionsyou have basic understanding on machine learning or artificial intelligenceyou are well versed in mvc architecture and have a good understanding of restful api developmentyou are an expert in object oriented design and mvc multitier architecture frameworkhaving a good understanding of r programming solr sphinx nosql mongodb is a plusprior knowledge of php javascript jquery ajax css angular and nodejsstack would be beneficialyou possess strong analytical skills and are comfortable dealing with numerical datayou pay strong attention to detail and deliver work that is of a high standardyou are highly goal driven and work well in fast paced environmentsref 41960131,['pythonperllamp']
Perl Jobs,job title automation engineer location hyderabad india type of position full time work schedule 300 pm to 1200 pm or rotational shift experience 5 yearsthe automation engineer is primarily responsible for providing l2l3 24x7 support in a complex and high availability external customer facing websites additional responsibilities include but not limited to the followingresponsibilitiesautomate day to day recurring operational tasksperformance tuning of the application servers web serversinstrumentation of new monitoring tools and setupprovide problem analysis troubleshooting and service recovery servicesprovide documentation and training to l1l2 middleware teamsresponsible for completing tasks focusing on requirements and meeting client needsqualifications5 years experience with at least 3 years of experience in scripting and automationstrong experience in devops tools jenkins maven ant git svn udeploy etcstrong experience of shell perlpythonyaml scripting preferably on linux environmentworking experience with cloud eg aws azure and containers eg docker kubernetes a plusstrong experience with ansible chef or any other configuration management toolsexperience in log management tools preferably splunkworking knowledge on cloud tocloud integrationsunderstanding of ssl certs and configuring them on various application serversstrong problem solving verbal written communication skillknowledge of content management tools like adobe experience manager is a huge plusany experience with the following technologies is preferred appdynamics service now remedy incident management ldap or active directory f5 bigip load balancer aws alb internet web caching web analyticsinterested candidates with suitable profiles and those who can join immediately are preferred to applyplease email to shivag at creenosolutionscom,['automation engineerperl developerremedy incident managementldap or active directoryf5 bigip load balanceraws albinternet web cachingyaml scriptingpython developerscriptingmiddlewareappdynamicsservice nowweb analytics']
Perl Jobs,primary skill azure with devops docker kubernetes git jenkinssecondary skill must have 1 pick any skill from the given ansible puppet or chef2 pick any skill from the given insights or datadog 3 pick any skill from the given elastic stack andor splunk 4 pick any skill from the given kafka or rabbitmq or eventhubs 5 pick any skill from the given perl shell or powershell or python 67 pick any skill from the given mysql or sql server or postgres or redis couchbase andor cassandra 8 pick any skill from the given cosmosdb or dynamodb or managed sql rds sql or elasticache,['azure with devops dockerkubernetesgitjenkins']
Perl Jobs,thirdware solution limited is a multinational it business and consulting company in enterprise application space eas is recruiting perl cgi developer for chennai operationsrole perl cgi developerlocation chennai elcot sholinganallurresponsibilitiesperl developer will be responsible for developing enhancing migrating consulting applications for writing code using perl cgi programming language will also be involved in majorly migrating the applications into cloud and containers environment should be participating analyzing supporting the applications for its end to end solutions from development to deployment through automation using cicd pipeline conceptsskills requiredstrong analytical and development skills in perl cgi hands on experience in unix development environments and scripting knowledge shellgradleant good experience in openshift container dockers and cloud based development familiarity with version controlling tools like git cicd pipeline using jenkins maven practicing process methods agile with iteration kanban milestone are preferredplease send us your resume along with the following details1 please specify the years of experience in perl cgi 2 current location address 3 willingness to work in chennai yes no 4 please specify your availability for interview in weekdays 5 current ctc 6 expected ctc 7 notice period how soon you can join us specify if you are already serving notice period 8 please specify details if you hold any offer 9 willingness to work in shifts 12 noon 8 pm 2 pm 10 pmthanksramkumarhr thirdware solution ltdmobile 7550088950 desk 91 44 4952 0019confidential information wwwthirdwarecom,['perl cgi developeropenshift containercicdunixdockersgitagile']
Perl Jobs,mandatory skillsexperience in linuxrequired skillsadocreate and modify scripts or applications to perform tasksin depth knowledge of linux redhat centos debian etchands on experience with mysql andor mariadbfamiliarity with vmware and san management and conceptsshell perl andor python scriptingstrong problem solving and communication skillsexperience 36yearsexpected joining 45days immediate 45days notice period,['linuxapigeemy sqlperlshell perl scripting']
Perl Jobs,job profile1 have demonstrated experience in writing data processesetl using one or more programming languages like python java etc2 have worked on databricks minimum experience 2 years3 is well versed with database concepts data warehousing and etl4 have extensive experience working on cloud based environments and technologies5 have experience in building deltalake and is wellversed in fundamentals,['pythonperljavaawsetl']
Perl Jobs,job descriptionat aws we are looking for a consultant with a successful record in producing high quality deliverables leading small to medium projects and achieving customer outcomes by designing and developing complex and highly available database systemsprofessional services engage in a wide variety of projects for customers and partners providing collective experience from across the aws customer base and are obsessed about strong success for the customer our team collaborates across the entire aws organization to bring access to product and service teams to get the right solution delivered and drive feature innovation based upon customer needsbasic qualifications 10 years of experience in database developmentmigration using plpgsql 5 years handson experience on postgresql experience with databases of 110tb in across multiple database platforms eg postgresql oracle sql server mysql mariadb etc experience with heterogenous database migrations from one database engine to another experience in performance optimization techniques bachelors degree in computer science or equivalent high end troubleshooting and communication skillspreferred qualifications aws solutions architect certified scripting language bash perl python experience in database administration backuprestore replication etc experience in etl workflow management experience in nonrelational databases dynamodb mongo etc experience in mpp data warehouse solutions redshift greenplum etc,['bashperlpythondynamodbmango db']
Perl Jobs,resourcefulness and problemsolvingl1 system administrator supporting windows desktopsprintersnetwork switchesos and applications such as ms office email antivirus enduser backup software basic serverstoragebackup software support interacting and managing end userspc deployment desktop setup and break fix issuesuser account administration various productivity and collaboration systemsmobile device support smart phones and tablets ios and androidnetwork printer and scanner setupbasic av support for conference roomsmeeting setupsnew user setup and walk throughescalation of it issues in accordance with published policyvendor coordination for repair and other problem resolutiondevelopenhance user guides and operational documentationafter hours support as neededsupport of offsite company events local and national locationsnetwork printermfd setup and operational troubleshooting,['system administratorserverstoragebackupsystem securitypythonperl']
Perl Jobs,we are looking for a technically proficient java developer that will work on creating new applications and enhancing existing applications for the tc application team and work with global partners in business unit and operations areas the candidate will be involved in working on cutting edge technologies and work on implementing and solving business problems with the latest suite of java based tools and technologies candidate will have exposure to all regions of ms it offices globally and interact with all levels of management and users in the company primary requirement is to be proficient java developer additional nice to have unix linux experience with relational databases such as sybase and db2linux java spring perl shell scripting fix mq and xmlsoap candidate must possess excellent verbal written and presentation skills and be comfortable interacting with senior members of development team and with our partner users and stakeholders in the business areas candidate must also possess good problem solving skills and the ability to think on their feet ensure quality control by performing both automated and manual testing on deliverables including performance tuning stress testing team oriented and can work well within a global collaborative model be comfortable expressing your ideas in meetings design sessions etc good analytical and problem solving skills that are coupled with strong communication selfsufficient and show ability to lead given the opportunity,['javacorejavamultithreadingscripting']
Perl Jobs,primary skillmust have prod support experience unixautopsysplsql and willing to work in shifts itil incident management knowledge on shell scriptingmandatorygood to have tomcat apache scripting knowledge like perl python etc omr product of ssc,['unixplsqlshell scriptperlpythonitil']
Perl Jobs,this position is a permanent position with our client us based semiconductor product company with revenue more than 30 billion usdour client is a world leader top5 semicon company in 2018 in innovative memory solutions that transform how the world uses information they have over 34000 team members in 17 countries who work with the worlds most trusted brands delivering memory and storage systems for a broad range of applications and sparking countless possibilities in technology senior manager memory circuit designjob descriptionour vision is to transform how the world uses information to enrich life and our commitment to people innovation tenacity collaboration and customer focus allows us to fulfill our mission to be a global leader in memory and storage solutions this means conducting business with integrity accountability and professionalism while supporting our global communityas a memory circuit design manager in our dram and emerging memory group deg you will be responsible for leading a team of designers tasked with designing and analyzing digital and analog circuits used in the development of memory products this includes simulating optimizing and floor planning dram circuits in this position you will collaborate with various design and verification teams all over the world and support the efforts of groups such as product engineering test probe process integration assembly and marketing to proactively design products that optimize all manufacturing functions and assure the best cost quality reliability timetomarket and customer satisfactionresponsibilities of your team will include but are not limited tocontributing to the development of new dram and emerging memory product opportunities by assisting with the overall design layout and optimization of memorylogicanalog circuitsparasitic modeling and assisting in design validation reticle experiments and required tapeout revisionsoverseeing the layout process including floorplanning placement and routingperforming verification processes with modeling and simulation using industry standard simulatorscontributing to cross group communication to work towards standardization and group successworking with marketing probe assembly test process integration and product engineering groups to ensure proper manufacturability of productproactively solicit inputs from standards cad modeling and verification groups to ensure the design qualitydriving innovation into the future memory generations within a dynamic work environmentsuccessful candidates for this position will haveextensive knowledge of cmos circuit design layout and device physicsexperience leading a team of design engineers or technical expertsexcellent communication skills with the ability to convey complex technical concepts to other design and verification peers in verbal and written forma mindset and passion for continuous learning innovation success and enabling others to do the sameexcellent problemsolving and analytical skillsknowledge and exposure in finesim andor hspiceknowledge with power network analysisknowledge and exposure in verilog modeling and simulation toolsknowledge of state machine logic design verification techniquesfamiliarity with a scripting language python tcl perl etcfamiliarity with memory design is a big plusqualificationsbachelors or post graduate degree in electronics engineering or related engineering field10 years of related industry technical experience3 years of people leadership experience,['cmos circuit designlayout designfinesim']
Perl Jobs,perlpython automation platformstoragenic domaingood scripting experience03 years experience salary 18000 to 38000call hr aman chauhan 8512o87293,['softwaresystems managerit headit softwareit managerinformation technologyinfrastructure managerit infrastructure']
Production Engineer Jobs,direct hiring for production engineerfresher and experience both can applyboth side cab availablefixed salary with bonusincentiveage limit18 to 32 yearssalary 18k to 28k per monthinterested candidates send your resume directly on whatsapp or other information call hr aman chauhan 8512087293,['production managermanufacturing engineermanufacturingproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,direct hiring for production engineerfresher and experience both can applyaccommodation or both side cab availablefixed salary with bonusincentiveage limit18 to 45 yearssalary 18k to 28k per monthcall for more details mr murali reddy 9582979262,['production managermanufacturing engineermanufacturingproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,hiring for production engineerdirect hiring for production engineerfresher and experience both can applyboth side cab availablefixed salary with bonusincentiveage limit18 to 32 yearssalary 18k to 30k per monthcall or whatsapp for more information 91 879l852357,['mechanical engineeringproduction planningproductionproduction management']
Production Engineer Jobs,we have urgent requirement for quality engineer production engineer maintenance engineer qualification diploma be job type on roll full timejob location pune onlybus canteen facility availabletcexperience fresher to 1 yearsalary 15000 to 19000for more details call on sonali 8380006627website wwwthenaukriwalacom,['quality controlinspectionqcquality assurancetestingproduction engineer']
Production Engineer Jobs,1candidate having 1 to 2 year experience of fabrication production shop 2candidate having strong knowledge of welding welding process also knowledge about welding norms grades3 customer handling interaction also previews quotationsrole production engineerindustry type automobile auto anciliary auto componentsfunctional area production manufacturing maintenanceemployment type full time permanentbenefitsaccommodationfoodfixed salarypffreshers also can applycall or whatsapp for more information 9l 9528463779,['welding inspectionweldingwelding processknowledge about welding norms gradeswelding normsfabrication supervisorpreviews quotationscustomer handling interactionms office']
Production Engineer Jobs,intern trainee catia v5 engineer 2020 passout can also applyexperience fresher 02 yearsany industry expno prior cad knowledge is requiredall the selected engineers will be take as interntrainee designengineer for a period of 6 months to one yearall the engineers will be given hands on experience in engineering design in automotive interior exteriorbiw seating lighting using catia v5 gdt plasticssheet metaltool design molddesign according to the client specification with the standards followed by various oem companiesafter successful completion of intership best performers will be given opportunity to work on client projectsproduction engineer02job duties and responsibilitiesplan manage and oversee all elements of production in our factoryassess and analyze current production methodsdevelop and draft an improved production processdesign and implement costreductive changesmaximize productivity of machinery and workersfollow product specifications and quality control measuresdetermine which machines tools equipment etc will be used and where they will be stationed in the facilitydetermine how many workers are needed to man the production linetrain supervise and manage production line workersincrease speed and efficiency of processes without compromising qualitydevelop and implement quality control measures that effectively monitor products and guarantee desired resultsrequired candidate profileeligibility be btech diploma memtech in mechanical automobile aero industrial production plastics mechantronicsdiplomapost diploma in tool design cipet cttc nttfetcno prior cad knowledge is requiredjoinng immediaterole industrial engineerindustry type automobile auto anciliary auto componentsfunctional area production manufacturing maintenanceemployment type full time permanentfreshers also can applycall or whatsapp cv 91879l852357,['automobileproductionfreshersindustrialplasticsengineerautocad mechanicaliso documentationdesignmechanicalquality inspectionmechanical engineeringcnc programmingquality']
Production Engineer Jobs,manpower planning and ensure manpower availabilitymaintain good relationship with operator and create harmonious situation in the workplaceresponsible rework and process rejection reduction and taking effective countermeasuresdaily production planning and interact review the short and long term planningensure safety practices and safety devicesproduction concepts in assembly process for cycle time reduction and oee improvementcoordination with peer group regarding the line issues for problem resolutionupdate the daily production dash board and review with relevant members for actionfollowup daily production output and validates all the rejection reports rework recordstpm jh activities and implementation experience would be added advantagemotivate and encourage workmen for improvementrequired candidate profilesheet metal welding processmanpower handling skillcommunication skillpresentation skillrole industrial engineerindustry type automobile auto anciliary auto componentsfreshers also can applycall or whatsapp 7617573320 hr shruti,['reworkmanpower planningproduction engineeringdaily production planning']
Production Engineer Jobs,urgent hiring for production engineerfresher and experience both can applyaccommodation or both side cab availablefixed salarysalary 18k36kage 18 to 32interested candidates send your resume directly on whatsapp or other information call raj 9310443136,['production managermanufacturing engineermanufacturingproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,hihope you are doing goodi have found your profile and wanted to send a quick note on your way please take a look at the below job description and let me know your availability for this needif interested please reply with updated resume contact detailsposition production engineerwork location ahmedabadexperience 2 yearsrole responsibility bachelor of engineering in electronic and communication with min 60 min 2 year of experience in production and testing of electronics product should have knowledge of all active and passive electronic component like as resistor capacitor diode transistor microcontroller memory etc should have knowledge of all kind of test equipment like as multimeter cro etc should be able to train workers in factory to follow our process identifying problems in the production line troubleshooting equipment and completing various administrative tasks supervising the manufacturing processes ensuring quality work done in a safe efficient manner cooperate on a matter of mutual concern with other engineers to develop plans that improve production costs and labor required drawing up production schedules and budgets for projects obtaining any materials and equipment required should have enough knowledge to procure electronic material from authorize dealers like digikey mouser element14 arrow avnet etc ability to make decisions under pressureregardsamit jhainsigma inc c 5645 fourth floor priska tower sector 62 noidaup 201301 indiaphone no 7297840917email id confidential informationwebsite httpwwwinsigmainccom and httpebestiotcom,['production engineer']
Production Engineer Jobs,roles and responsibilitieshiring for production and quality department jobs in production inchargeproduction supervisor shift supervisor junior engineerfinal quality iso documentation customer qualitydesired candidate profiledmebemech candidates applymale candidates only preferredperks and benefitsesipfgeneral allowancerole quality assurancequality control executiveindustry type automobile auto anciliary auto componentsfreshers also can applycall or whatsapp 7617573319 hr shubham,['customer qualityfinal qualityppcnpdautocadsupplier qualityproduction engineeringproduction supervisingjunior engineerquality engineeringvmcfabricationqciso documentationcncquality controlqaquality assurance']
Production Engineer Jobs,roles and responsibilities production engineer with knowledge of machining minimum exp 6 months in the field of stainless steel and exotic fabrication in pressure vessel and heat exchanger with knowledge in all welding proceduremonitoring the daily productionresponsible for making bar chartresponsible for machine maintenanceparticipate in the production planningresponsible for calculating project leadtimedecision about manufacturing outsourcing processprioritize the work ordersresource planning as per the defined standardsmaintain cost of operations to the defined levelmonitor contractor closelylabor cost to be monitored to the budgeted levelmaximum utilization of the utilitiesteam work abilitiesqualification diploma degree in mechanical engineeringwhatsapp your cv on 7617573327 hr team,['production managermanufacturing engineermanufacturingproduction engineerproduction supervisorproduction executiveproduction officer']
Production Engineer Jobs,we have an urgent requirement of production incharge looking specifically from pneumatic and tools industry interviews are conducted immediatelyresponsibilities of the job include planning and organising production schedules with minimal downtimemanaging 1015 cnc operator and programmer and workers determining quality control standards ambitious production goals and communicate them to key personneloverseeing production processesppc renegotiating timescales or schedules as necessary selecting ordering and purchasing materialsorganising the repair and routine maintenance of production equipment liaising with buyers and marketing and sales stafforganising relevant training sessions compensation best in the industryonly mechanical engineer should applyjob type fulltimeexperiencework 02 year preferredtotal work 02 years preferrededucationbachelors preferredwhatsapp your resume on 7252983263 hr team,['production managerproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,job responsibilities responsible for end to end manufacturing manage team of 2025 production employees knowledge of smt line good knowledge of electonic electrical circuits pcb layout working with gerber files good knowledge of mechanical assemblies skilled at developing and implementing labor and production schedules ability to think out of the box and adapt rapidly to the manufacturing realities develop and implement programs to optimize the use of raw materials manpower and equipment leadership skills and the ability to motivate others to meet deadlines implement good manufacturing practices to optimize operation efficiency effectivenessprocesses and costs monitor inventory adjustments monitor the production processes and adjust schedules as needed take measures to reduce risks and ensure compliance with standards and lawsensure the implementation and enforcement of policies and procedures the ability to communicate clearly and persuasively with your team managers and clientsdesired candidate profile and skills qualification btech very strong excel knowledge and skills the ability to work under pressure and multitask the ability to work in a logical systematic mannerjob type fulltimeexperiencefire alarm system 02 years requiredsmt line in fire alarm 02 years requirededucationbachelors requiredshare your resume on 7252888793 hr team,['production managermanufacturing engineerproduction engineerproduction supervisorproduction executiveproduction incharge']
Production Engineer Jobs,industrial and manufacturing engineers in canada conduct studies and develop and supervise programs to achieve the best use of equipment human resources technology materials and procedures to enhance efficiency and productivity they are employed in manufacturing and processing companiesmain duties conduct studies of the reliability and performance of plant facilities and production or administrative systems develop maintenance standards schedules and programs establish programs and conduct studies to enhance industrial health and safety or to identify and correct fire and other hazards evaluate or assess industrial facilitiesrequirements must have minimum 2 years of professional experience bachelors or masters degree in the relevant field must be ready to relocate to canada must must be ready to secure a valid permit in canada,['manufacturingproductionproduction managerproduction engineerproduction executiveproduction supervisor']
Production Engineer Jobs,job description 1 manpower planning and allocation as per order requirements2 production planning control3 setting and achieving production and productivity targetscall or whatsapp hr deepak sharma 9899792386,['production managermanufacturingmanufacturing engineerproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,job descriptiondesignationproduction engineer job duties and responsibilitiesplan manage and oversee all elements of production in our factoryassess and analyze current production methods develop and draft an improved production process design and implement costreductive changesmaximize productivity of machinery and workers follow product specifications and quality control measures determine which machines tools equipment etc will be used and where they will be stationed in the facility determine how many workers are needed to man the production line train supervise and manage production line workers increase speed and efficiency of processes without compromising quality develop and implement quality control measures that effectively monitor products and guarantee desired results ensure all steps of production run smoothly and efficiently educate employees on proper methods in which to operate machinery hire technicians to maintain equipment for maximum safety and efficiency production engineermanufacturingquality controlcall for more information hr deepak 9899792386,['production managermanufacturing engineermanufacturingproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,we are hiring for production engineerurgent openings for production engineerfresher and experience both can applyage limit18 to 30 yearsfixed salary bonusaccommodationpfjob location delhinoidagurgaonjob timing10am to 6pmfor more details callmr deepak sharma 9899792386interested candidate send there resume directly on whatsapp,['production managermanufacturing engineermanufacturingproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,production contorlonline quality inspection final inspectioniso documentationgange calibration awareness of measuring instruments auto cadpreparation of engineering drawing basic computer knowledge good coordination and leadershipcall or whatsapp hr deepak sharma 9899792386,['production managermanufacturing engineermanufacturingproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,intern trainee catia v5 engineer 2020 passout can also apply experience fresher 02 yearsany industry expno prior cad knowledge is requiredall the selected engineers will be take as interntrainee designengineer for a period of 6 months to one yearall the engineers will be given hands on experience in engineering design in automotive interior exteriorbiw seating lighting using catia v5 gdt plasticssheet metaltool design molddesign according to the client specification with the standards followed by various oem companiesafter successful completion of intership best performers will be given opportunity to work on client projectsproduction engineer02job duties and responsibilitiesplan manage and oversee all elements of production in our factoryassess and analyze current production methodsdevelop and draft an improved production processdesign and implement costreductive changesmaximize productivity of machinery and workersfollow product specifications and quality control measuresdetermine which machines tools equipment etc will be used and where they will be stationed in the facilitydetermine how many workers are needed to man the production linetrain supervise and manage production line workersincrease speed and efficiency of processes without compromising qualitydevelop and implement quality control measures that effectively monitor products and guarantee desired resultsplease apply for the job in naukricom and we will call you back do not search the number in google and do not call usrequired candidate profilerequired candidate profileeligibility be btech diploma memtech in mechanical automobile aero industrial production plastics mechantronicsdiplomapost diploma in tool design cipet cttc nttfetcno prior cad knowledge is requiredcall for more information hr aman chauhan 8512087293,['production managermanufacturing engineermanufacturingautocadcaddesign engineerproduction engineerproduction supervisorproduction executiveproduction officerproduction inchargedraftsmandraughtsman']
Production Engineer Jobs,job description job details 1supervising the manufacturing processes ensuring quality work is done in a safe efficient manner2liaising with other engineers to develop plans that improve production costs and labor required3diagnosing problems in the production line and providing recommendations and training4establishing safety procedures and protocols that take the workers wellbeing into account and that also minimize the carbon footprint5keeping abreast of advancements in engineering and production and sharing knowledge with coworkers6identifying documenting and reporting unsafe practices7drawing up production schedules and budgets for projects8scheduling meetings with relevant departments and stakeholders9analyzing all facets of production and making recommendations for improvement10obtaining any materials and equipment requiredinterested candidates send your resume directly on whatsapp or other information call hr murali reddy 9582979262,['trainingtraining managerinductioncorporate trainerrecruitmentquality checksschedulingproduction engineertesting']
Production Engineer Jobs,we have urgent requirement for production engineersjob type on rollfull timejob profile production engineersrequired experience 0 to 4 yearabout company core automobile sectorif any other information contact us to 7264072330hr,['ppcproduction supervisorproduction engineer']
Production Engineer Jobs,roles and responsibilitiesmechanical assembly of our machinesshould be capable to read the mechanical design in solid works and assemble the machine accordinglycoordinate with tool room vmc and other departmentshandson experience with roller assembly ball screw bearing bush chain sprocket assembly rail block assembly conveyor etcdevelops mechanical and electromechanical products by studying customer requirements researching and testing manufacturing and assembly methods and materials and soliciting observations from operatorsdevelops manufacturing processes by designing and modifying equipment for fabricating building assembling and installing componentsprepares product reports by collecting analyzing and summarizing information and trendsprovides engineering information by answering questions and requestskeeps equipment operational by coordinating maintenance and repair servicescompletes projects by training and guiding techniciansmechanical engineer requirements and qualificationsbachelors degree in engineeringfamiliarity with cad softwareproficiency using microsoft suite excel access1 years proven experience in production mechanical engineering managerial experience a pluspossess a wide breadth of knowledge in mathematics physics and mechanicsgood communication skills both verbally and writtentrain supervise and manage production line workers he should be a handson experiencedetailoriented and extremely efficientability to maintain positive vendor and client relationshipsrole industrial engineerindustry type industrial products heavy machineryfreshers also can applyapply this job and the selected person will be called on behalf of the company,['mechanical engineeringhvacmanufacturingmachine shop productionproductionmechanicalproduction engineersolid works']
Production Engineer Jobs,job description roles and responsibilitiesmechanical assembly of our machinesshould be capable to read the mechanical design in solid works and assemble the machine accordinglycoordinate with tool room vmc and other departmentshandson experience with roller assembly ball screw bearing bush chain sprocket assembly rail block assembly conveyor etcdevelops mechanical and electromechanical products by studying customer requirements researching and testing manufacturing and assembly methods and materials and soliciting observations from operatorsdevelops manufacturing processes by designing and modifying equipment for fabricating building assembling and installing componentsprepares product reports by collecting analyzing and summarizing information and trendsprovides engineering information by answering questions and requestskeeps equipment operational by coordinating maintenance and repair servicescompletes projects by training and guiding techniciansmechanical engineer requirements and qualifications bachelors degree in engineering familiarity with cad software proficiency using microsoft suite excel access 4 years proven experience in production mechanical engineering managerial experience a plus possess a wide breadth of knowledge in mathematics physics and mechanics good communication skills both verbally and written train supervise and manage production line workers he should be a handson experience detailoriented and extremely efficient ability to maintain positive vendor and client relationshipsinterested candidates send your resume directly on whatsapp or other information call hr murali reddy 9582979262,['production managermanufacturing engineermanufacturingproduction engineerproduction supervisorproduction executiveproduction officerproduction incharge']
Production Engineer Jobs,shall be able to handle the entire departmentdivision independentlyprepare bill of raw material bomproduction planning manpower planning resource planninginventory control and maintain minimum levels of inventory based on the production scheduleadopt and innovate new ways of working for better output with existing infrastructure and manpower availableto reduce wastages and increase the utilization of resources to be more cost effectiveto hold progress meeting daily for better communication among the department for better transparencyto raise indents and coordinate with purchase department for arrangement of raw materialsto manage the shop floor and plan the flow of work to achieve maximum outputto maintain records of input versus output ratios of raw material used versus the finished product madeto report the daily production status to the director hod etc on daily basisto also maintain moulds and dies and get the necessary modificationsrepairson the mould as and when needshall also analyze the report and records to monitor the progress of the department and resolve the bottlenecks arising during and post production activitiesshall coordinate with the inspection agencies like rites during the inspection of the interior components of the coachshall also arrange manpower if required by the departmentshall make site visits if required during developing of new components or in case of any problems arising out of the supplies made while fitment in the coach,['production engineer frpproduction engineer']
Production Engineer Jobs,responsible for planning setting and reviewing machine parameters at the time of mould changeover or machine startupensure most efficient production levelsresponsible for quality inspection of injection moulded plastic componentsreview failures or product defects identify root causes implement actions for elimination of trouble and recurrenceresponsible for training and guiding operators in the shiftshould ensure timely maintenance of auxiliary equipmentaid in assist in and implement production planning strategiesskillsproduction engineer should be able to run an injection molding machine with all auxiliaries like robot conveyor automatic loader and grindershould be able to optimize troubleshoot and set machine parametersmaterials to be handled abs pc pp ppcp hips hdpeindustry electrical goodsfunctional area production manufacturing maintenancerole production engineerrequired candidate profilecandidates skilled in operating plastic injection moulding machines with abs pc pp ppcp hips hdpe nylon66 materialsperks and benefits compensation is highly dependent on experience and capabilityfreshers also can applyapply this job and the selected person will be called on behalf of the company,['injection moulding machineinjection mouldingplastic injection mouldingproduction planningmouldsextrusionmaintenanceproduction engineeringmanufacturingquality inspection']
